Order_ID,Order_Date,Customer_Name,State,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Discount,Profit
ORD-10222,13-Jul-2025,Customer 097,Uttar Pradesh,North,Office Supplies,Paper,Notebook Set,7,2032.05,0.25,226.41
ORD-10223,25-Apr-2025,Customer 001,Odisha,East,Furniture,Storage,Filing Cabinet,6,9564.02,0.25,174.29
ORD-10224,21-Mar-2025,Customer 071,Bihar,East,Office Supplies,Storage,Desk Organizer,7,4757.48,0.10,1013.41
ORD-10225,04-Feb-2025,Customer 026,Rajasthan,West,Furniture,Chairs,Ergonomic Chair,7,41974.81,0.00,7493.23
ORD-10226,04-Oct-2025,Customer 056,West Bengal,East,Office Supplies,Writing,Gel Pen Pack,4,2061.73,0.25,227.60
ORD-10227,11-Dec-2025,Customer 083,West Bengal,East,Technology,Electronics,Bluetooth Speaker,4,17380.99,0.20,1235.26
ORD-10228,30-Oct-2025,Customer 045,Goa,West,Office Supplies,Paper,Notebook Set,7,2284.88,0.00,653.38
ORD-10229,13-Jun-2025,Customer 179,Tamil Nadu,South,Furniture,Tables,Work Desk,6,38449.68,0.25,741.46
ORD-10230,26-Apr-2025,Customer 077,Tamil Nadu,South,Office Supplies,Paper,Sticky Notes,7,1130.83,0.30,33.95
ORD-10231,11-May-2025,Customer 053,Maharashtra,West,Office Supplies,Paper,Printer Paper,7,3570.88,0.05,857.01
ORD-10232,13-Jul-2025,Customer 173,Punjab,North,Furniture,Chairs,Study Chair,6,10374.58,0.10,1085.45
ORD-10233,08-Jan-2025,Customer 055,West Bengal,East,Technology,Phones,Budget Phone A2,8,12233.96,0.20,809.14
ORD-10234,03-May-2025,Customer 142,Rajasthan,West,Furniture,Chairs,Study Chair,4,23853.19,0.10,2718.31
ORD-10235,12-Sep-2025,Customer 120,Punjab,North,Office Supplies,Storage,Desk Organizer,6,1597.95,0.20,242.77
ORD-10236,24-Apr-2025,Customer 038,Jharkhand,East,Furniture,Tables,Laptop Table,4,12274.50,0.25,105.78
ORD-10237,19-Oct-2025,Customer 063,Bihar,East,Office Supplies,Writing,Pencil Box,5,819.91,0.20,58.19
ORD-10238,25-Nov-2025,Customer 126,Kerala,South,Furniture,Storage,Drawer Unit,5,25039.75,0.30,-263.63
ORD-10239,05-Oct-2025,Customer 165,Telangana,South,Technology,Electronics,Bluetooth Speaker,3,3174.69,0.30,-59.96
ORD-10240,19-Nov-2025,Customer 060,West Bengal,East,Furniture,Chairs,Ergonomic Chair,1,5371.38,0.25,7.00
ORD-10241,23-Nov-2025,Customer 171,Odisha,East,Furniture,Chairs,Ergonomic Chair,4,16463.09,0.20,717.66
ORD-10242,29-Sep-2025,Customer 071,Kerala,South,Furniture,Tables,Work Desk,1,4013.44,0.25,-46.92
ORD-10243,04-May-2025,Customer 050,Uttar Pradesh,North,Technology,Electronics,Power Bank,3,3962.09,0.00,798.27
ORD-10244,05-May-2025,Customer 179,Delhi,North,Office Supplies,Storage,Desk Organizer,2,578.85,0.25,58.17
ORD-10245,01-Sep-2025,Customer 015,Goa,West,Office Supplies,Writing,Gel Pen Pack,1,117.50,0.25,-15.67
ORD-10246,18-Feb-2025,Customer 136,Bihar,East,Furniture,Chairs,Ergonomic Chair,8,49878.86,0.20,2509.75
ORD-10247,24-May-2025,Customer 140,West Bengal,East,Technology,Phones,Wireless Earbuds,5,4850.30,0.00,1014.32
ORD-10248,03-Jun-2025,Customer 042,West Bengal,East,Technology,Accessories,USB-C Hub,4,12314.43,0.25,564.72
ORD-10249,19-Dec-2025,Customer 021,Goa,West,Furniture,Tables,Laptop Table,7,47173.45,0.05,7027.80
ORD-10250,11-Nov-2025,Customer 153,Haryana,North,Technology,Phones,Wireless Earbuds,4,17805.80,0.20,1271.65
ORD-10251,12-Jul-2025,Customer 111,Karnataka,South,Office Supplies,Paper,Sticky Notes,8,3086.69,0.20,475.73
ORD-10252,07-Feb-2025,Customer 022,Gujarat,West,Furniture,Storage,Wall Shelf,2,12278.94,0.15,1084.55
ORD-10253,07-Jun-2025,Customer 114,Delhi,North,Technology,Accessories,Wireless Mouse,7,17757.14,0.00,3453.39
ORD-10254,20-Sep-2025,Customer 105,Haryana,North,Office Supplies,Paper,Notebook Set,2,327.13,0.30,41.48
ORD-10255,07-Jan-2025,Customer 075,Jharkhand,East,Technology,Phones,5G Phone Pro,2,6659.46,0.20,553.45
ORD-10256,04-Jun-2025,Customer 069,Tamil Nadu,South,Office Supplies,Paper,Notebook Set,3,1829.58,0.05,366.14
ORD-10257,09-Feb-2025,Customer 093,Kerala,South,Technology,Phones,Budget Phone A2,7,13688.44,0.15,1399.28
ORD-10258,22-Jul-2025,Customer 086,Delhi,North,Technology,Electronics,Power Bank,4,12751.27,0.05,2088.96
ORD-10259,05-Nov-2025,Customer 178,Karnataka,South,Office Supplies,Storage,Pen Drive 64GB,7,4978.79,0.05,1184.35
ORD-10260,21-Nov-2025,Customer 126,Rajasthan,West,Office Supplies,Storage,Document Box,7,5202.41,0.15,1005.81
ORD-10261,07-Oct-2025,Customer 047,Goa,West,Office Supplies,Storage,Pen Drive 64GB,7,2389.67,0.10,535.91
ORD-10262,29-Jul-2025,Customer 173,Bihar,East,Furniture,Tables,Study Table,8,59375.58,0.00,10764.16
ORD-10263,13-Jul-2025,Customer 019,Kerala,South,Technology,Electronics,Bluetooth Speaker,4,8229.10,0.05,1430.03
ORD-10264,02-Oct-2025,Customer 153,Telangana,South,Furniture,Tables,Conference Table,7,30466.42,0.20,1571.71
ORD-10265,27-Nov-2025,Customer 174,Odisha,East,Technology,Phones,5G Phone Pro,3,13357.80,0.00,2686.73
ORD-10266,23-Sep-2025,Customer 143,Karnataka,South,Office Supplies,Storage,File Folder,1,144.77,0.10,33.69
ORD-10267,13-Jan-2025,Customer 124,Goa,West,Office Supplies,Storage,Desk Organizer,8,5421.24,0.05,1304.55
ORD-10268,25-Jun-2025,Customer 117,Jharkhand,East,Office Supplies,Storage,File Folder,2,1447.19,0.05,321.78
ORD-10269,03-Jun-2025,Customer 012,Rajasthan,West,Furniture,Tables,Laptop Table,8,10984.17,0.30,-208.22
ORD-10270,10-Oct-2025,Customer 041,Jharkhand,East,Technology,Accessories,USB-C Hub,3,16452.59,0.10,2224.94
ORD-10271,03-Dec-2025,Customer 111,Punjab,North,Furniture,Tables,Conference Table,4,28205.48,0.05,4085.04
ORD-10272,20-Apr-2025,Customer 053,Karnataka,South,Technology,Electronics,Webcam HD,8,24808.67,0.25,811.39
ORD-10273,15-May-2025,Customer 172,Delhi,North,Furniture,Chairs,Ergonomic Chair,3,10943.60,0.10,1248.33
ORD-10274,23-Aug-2025,Customer 159,Kerala,South,Furniture,Storage,Drawer Unit,7,41777.44,0.00,7483.44
ORD-10275,06-Jun-2025,Customer 030,Gujarat,West,Furniture,Storage,Drawer Unit,2,10307.93,0.20,423.68
ORD-10276,05-Aug-2025,Customer 048,Gujarat,West,Office Supplies,Writing,Marker Set,7,2812.66,0.05,714.09
ORD-10277,19-Aug-2025,Customer 159,Kerala,South,Furniture,Storage,Filing Cabinet,3,14304.74,0.05,2034.85
ORD-10278,16-Sep-2025,Customer 168,West Bengal,East,Office Supplies,Paper,Printer Paper,3,540.01,0.25,174.77
ORD-10279,12-Feb-2025,Customer 145,Kerala,South,Office Supplies,Writing,Pencil Box,7,3245.35,0.30,273.14
ORD-10280,23-Aug-2025,Customer 145,Bihar,East,Technology,Accessories,USB-C Hub,5,8517.39,0.15,793.40
ORD-10281,22-Jan-2025,Customer 113,Kerala,South,Furniture,Storage,Bookshelf,2,5263.25,0.20,273.25
ORD-10282,28-Jun-2025,Customer 023,Rajasthan,West,Office Supplies,Paper,Notebook Set,5,3986.72,0.00,1104.22
ORD-10283,13-Mar-2025,Customer 053,Telangana,South,Technology,Phones,Budget Phone A2,6,25623.37,0.25,880.71
ORD-10284,27-Dec-2025,Customer 075,Rajasthan,West,Technology,Electronics,Bluetooth Speaker,5,19768.43,0.05,3268.89
ORD-10285,22-May-2025,Customer 168,Uttar Pradesh,North,Furniture,Tables,Work Desk,3,19596.65,0.25,443.45
ORD-10286,13-Dec-2025,Customer 101,Maharashtra,West,Furniture,Chairs,Office Chair Basic,3,18221.98,0.10,2158.28
ORD-10287,17-Feb-2025,Customer 104,Kerala,South,Technology,Electronics,Bluetooth Speaker,7,20132.00,0.00,4058.47
ORD-10288,17-Feb-2025,Customer 118,Delhi,North,Furniture,Tables,Conference Table,8,30022.85,0.00,5492.65
ORD-10289,15-Jun-2025,Customer 073,Haryana,North,Technology,Electronics,Power Bank,4,22734.52,0.10,3067.89
ORD-10290,17-Nov-2025,Customer 118,Punjab,North,Furniture,Storage,Filing Cabinet,8,58790.15,0.00,10473.25
ORD-10291,19-Dec-2025,Customer 034,Bihar,East,Technology,Phones,Wireless Earbuds,8,4223.52,0.25,86.94
ORD-10292,29-Nov-2025,Customer 043,Uttar Pradesh,North,Technology,Accessories,USB-C Hub,6,10330.84,0.20,762.64
ORD-10293,01-Jan-2025,Customer 055,West Bengal,East,Office Supplies,Writing,Highlighter Pack,4,1727.88,0.00,532.69
ORD-10294,05-Aug-2025,Customer 178,Kerala,South,Technology,Phones,Budget Phone A2,8,4824.73,0.20,413.84
ORD-10295,08-Jul-2025,Customer 077,Maharashtra,West,Office Supplies,Paper,Notebook Set,7,1072.76,0.00,205.14
ORD-10296,26-Mar-2025,Customer 113,Maharashtra,West,Office Supplies,Paper,Notebook Set,2,1030.03,0.00,314.89
ORD-10297,14-Feb-2025,Customer 026,Haryana,North,Furniture,Chairs,Office Chair Basic,7,29426.43,0.30,-355.01
ORD-10298,07-May-2025,Customer 071,Maharashtra,West,Technology,Electronics,Power Bank,6,30176.84,0.20,2182.24
ORD-10299,07-Nov-2025,Customer 131,Odisha,East,Technology,Electronics,Bluetooth Speaker,1,4775.11,0.15,418.76
ORD-10300,27-Feb-2025,Customer 062,Rajasthan,West,Furniture,Tables,Laptop Table,1,6582.29,0.10,755.74
ORD-10301,19-Oct-2025,Customer 108,Kerala,South,Furniture,Storage,Bookshelf,1,7118.15,0.20,267.58
ORD-10302,04-Feb-2025,Customer 004,Haryana,North,Furniture,Storage,Filing Cabinet,8,69157.87,0.00,12332.42
ORD-10303,25-Jul-2025,Customer 022,Delhi,North,Technology,Phones,Smartphone X1,7,19101.29,0.25,697.96
ORD-10304,21-Mar-2025,Customer 138,Maharashtra,West,Office Supplies,Paper,Sticky Notes,2,898.69,0.10,307.05
ORD-10305,14-Feb-2025,Customer 112,Punjab,North,Office Supplies,Writing,Gel Pen Pack,5,2938.11,0.10,525.59
ORD-10306,29-Dec-2025,Customer 036,Jharkhand,East,Office Supplies,Writing,Gel Pen Pack,5,2974.38,0.05,644.83
ORD-10307,18-May-2025,Customer 031,Bihar,East,Technology,Accessories,Mechanical Keyboard,5,7924.83,0.05,1387.36
ORD-10308,19-Sep-2025,Customer 093,Bihar,East,Office Supplies,Storage,Pen Drive 64GB,2,591.24,0.00,164.62
ORD-10309,12-Dec-2025,Customer 030,West Bengal,East,Office Supplies,Writing,Marker Set,6,1253.97,0.00,445.74
ORD-10310,30-Aug-2025,Customer 094,Goa,West,Furniture,Storage,Bookshelf,1,7897.77,0.00,1360.29
ORD-10311,13-Jun-2025,Customer 070,Karnataka,South,Technology,Phones,Smartphone X1,7,12613.79,0.10,1682.76
ORD-10312,05-Feb-2025,Customer 120,Odisha,East,Furniture,Tables,Work Desk,1,2598.89,0.00,576.78
ORD-10313,05-Jun-2025,Unknown,Uttar Pradesh,North,Office Supplies,Storage,File Folder,8,623.05,0.10,83.94
ORD-10314,29-Jul-2025,Customer 007,Goa,West,Office Supplies,Storage,Desk Organizer,4,2450.23,0.10,442.94
ORD-10315,07-Jun-2025,Customer 027,Goa,West,Furniture,Tables,Work Desk,6,5451.32,0.25,179.16
ORD-10316,17-Feb-2025,Customer 012,Rajasthan,West,Furniture,Chairs,Study Chair,8,66099.05,0.05,9800.41
ORD-10317,16-Sep-2025,Customer 035,Goa,West,Furniture,Tables,Laptop Table,8,70412.22,0.00,12693.58
ORD-10318,14-May-2025,Customer 081,Karnataka,South,Technology,Electronics,LED Monitor 24,7,30205.46,0.05,4996.24
ORD-10319,14-Apr-2025,Customer 035,Karnataka,South,Furniture,Storage,Drawer Unit,6,25550.16,0.10,2836.19
ORD-10320,03-Jul-2025,Customer 054,Jharkhand,East,Technology,Phones,Budget Phone A2,8,20418.72,0.25,674.68
ORD-10321,23-Dec-2025,Customer 155,Telangana,South,Office Supplies,Storage,Pen Drive 64GB,2,262.05,0.15,126.16
ORD-10322,26-Jan-2025,Customer 174,West Bengal,East,Technology,Accessories,Wireless Mouse,2,7719.54,0.20,515.47
ORD-10323,22-Feb-2025,Customer 036,Uttar Pradesh,North,Office Supplies,Paper,A4 Paper Pack,7,4918.87,0.10,960.29
ORD-10324,19-Nov-2025,Customer 166,Jharkhand,East,Technology,Phones,Budget Phone A2,3,4160.64,0.25,125.36
ORD-10325,27-Nov-2025,Customer 114,Odisha,East,Furniture,Storage,Drawer Unit,2,2740.08,0.00,420.67
ORD-10326,21-Oct-2025,Customer 111,Maharashtra,West,Technology,Accessories,USB-C Hub,1,6165.23,0.00,1153.36
ORD-10327,21-May-2025,Customer 072,Karnataka,South,Office Supplies,Paper,Printer Paper,7,1396.72,0.10,398.29
ORD-10328,24-May-2025,Customer 099,Telangana,South,Technology,Phones,Budget Phone A2,5,12577.50,0.30,-42.48
ORD-10329,06-Sep-2025,Customer 089,Maharashtra,West,Office Supplies,Paper,Notebook Set,1,713.05,0.20,102.08
ORD-10330,24-May-2025,Customer 015,Punjab,North,Office Supplies,Storage,Document Box,1,307.33,0.10,-46.89
ORD-10331,29-Jan-2025,Customer 057,Kerala,South,Furniture,Tables,Study Table,3,5348.83,0.10,559.08
ORD-10332,15-Jan-2025,Customer 180,Karnataka,South,Office Supplies,Paper,Notebook Set,4,1810.77,0.20,370.97
ORD-10333,31-Mar-2025,Customer 126,Haryana,North,Furniture,Storage,Filing Cabinet,4,21633.46,0.30,-314.39
ORD-10334,11-Nov-2025,Customer 052,West Bengal,East,Technology,Phones,Budget Phone A2,4,2283.63,0.30,-108.42
ORD-10335,14-Mar-2025,Customer 029,Maharashtra,West,Office Supplies,Writing,Marker Set,6,734.36,0.05,202.54
ORD-10336,22-Mar-2025,Customer 112,Haryana,North,Technology,Accessories,Laptop Stand,2,4243.29,0.20,209.78
ORD-10337,19-Dec-2025,Customer 076,Kerala,South,Furniture,Tables,Study Table,6,16765.13,0.05,2443.67
ORD-10338,12-Jun-2025,Customer 157,Maharashtra,West,Technology,Electronics,LED Monitor 24,7,39440.73,0.00,7811.85
ORD-10339,13-Jun-2025,Customer 043,Goa,West,Furniture,Storage,Bookshelf,8,18376.15,0.00,3244.83
ORD-10340,04-Feb-2025,Customer 090,Odisha,East,Furniture,Storage,Drawer Unit,8,9279.98,0.10,1007.09
ORD-10341,31-Jul-2025,Customer 127,Delhi,North,Technology,Electronics,LED Monitor 24,1,2203.83,0.25,195.23
ORD-10342,07-Feb-2025,Customer 009,Karnataka,South,Office Supplies,Writing,Pencil Box,2,1367.32,0.10,213.01
ORD-10343,24-Mar-2025,Customer 020,Uttar Pradesh,North,Technology,Accessories,Mechanical Keyboard,2,2147.69,0.05,452.84
ORD-10344,11-Aug-2025,Customer 041,Odisha,East,Office Supplies,Writing,Pencil Box,1,412.00,0.05,127.73
ORD-10345,02-Jun-2025,Customer 061,West Bengal,East,Technology,Accessories,Wireless Mouse,4,10451.00,0.15,1109.77
ORD-10346,31-May-2025,Customer 170,Jharkhand,East,Technology,Accessories,Laptop Stand,3,3048.38,0.00,592.30
ORD-10347,31-Aug-2025,Customer 030,Kerala,South,Technology,Phones,Smartphone X1,4,5748.81,0.15,703.75
ORD-10348,15-Jul-2025,Customer 095,Uttar Pradesh,North,Office Supplies,Storage,Desk Organizer,5,580.25,0.25,-7.45
ORD-10349,16-Oct-2025,Customer 016,Gujarat,West,Office Supplies,Paper,Sticky Notes,8,3321.70,0.10,795.06
ORD-10350,29-Oct-2025,Customer 059,Maharashtra,West,Furniture,Storage,Bookshelf,2,9617.25,0.25,281.27
ORD-10351,10-Feb-2025,Customer 102,West Bengal,East,Office Supplies,Writing,Pencil Box,8,3957.31,0.10,845.12
ORD-10352,27-Mar-2025,Customer 055,West Bengal,East,Furniture,Storage,Filing Cabinet,2,12045.86,0.30,-259.20
ORD-10353,18-Nov-2025,Customer 038,Rajasthan,West,Technology,Phones,Wireless Earbuds,2,9648.04,0.25,290.26
ORD-10354,22-May-2025,Customer 134,Delhi,North,Office Supplies,Writing,Gel Pen Pack,2,597.36,0.25,82.68
ORD-10355,26-Oct-2025,Customer 026,Telangana,South,Technology,Electronics,Power Bank,2,5897.16,0.05,1003.76
ORD-10356,06-Sep-2025,Customer 147,Jharkhand,East,Furniture,Chairs,Visitor Chair,6,41042.61,0.15,3357.95
ORD-10357,19-Jun-2025,Customer 177,Kerala,South,Technology,Phones,5G Phone Pro,7,8055.31,0.25,191.38
ORD-10358,05-Jun-2025,Customer 080,Goa,West,Technology,Electronics,Power Bank,5,29513.91,0.00,5863.87
ORD-10359,14-Jun-2025,Customer 069,Delhi,North,Office Supplies,Writing,Gel Pen Pack,4,532.55,0.30,111.03
ORD-10360,22-Sep-2025,Customer 096,Tamil Nadu,South,Furniture,Storage,Bookshelf,4,13936.17,0.25,301.71
ORD-10361,26-Sep-2025,Customer 146,West Bengal,East,Furniture,Chairs,Ergonomic Chair,5,25254.90,0.25,354.52
ORD-10362,04-Jul-2025,Customer 051,Bihar,East,Technology,Phones,Budget Phone A2,1,1502.93,0.30,-100.35
ORD-10363,01-Nov-2025,Customer 115,Delhi,North,Office Supplies,Storage,Desk Organizer,2,1149.41,0.10,216.52
ORD-10364,19-Dec-2025,Customer 024,Gujarat,West,Office Supplies,Writing,Highlighter Pack,6,1091.81,0.15,259.01
ORD-10365,28-Nov-2025,Customer 058,Uttar Pradesh,North,Technology,Accessories,USB-C Hub,3,15260.84,0.10,2145.92
ORD-10366,09-Mar-2025,Customer 166,Rajasthan,West,Office Supplies,Writing,Pencil Box,1,789.00,0.00,214.70
ORD-10367,30-Dec-2025,Customer 165,Gujarat,West,Furniture,Chairs,Office Chair Basic,5,25266.60,0.15,2135.55
ORD-10368,24-Sep-2025,Customer 160,Delhi,North,Office Supplies,Storage,Pen Drive 64GB,8,1605.18,0.30,88.96
ORD-10369,25-Feb-2025,Customer 124,Karnataka,South,Furniture,Chairs,Ergonomic Chair,6,28454.76,0.15,2299.15
ORD-10370,22-Sep-2025,Customer 062,Odisha,East,Office Supplies,Storage,Pen Drive 64GB,5,1250.10,0.15,153.35
ORD-10371,13-May-2025,Customer 108,West Bengal,East,Furniture,Tables,Laptop Table,3,14334.62,0.30,-95.63
ORD-10372,23-Nov-2025,Customer 122,Karnataka,South,Office Supplies,Writing,Gel Pen Pack,4,1301.03,0.10,324.44
ORD-10373,13-May-2025,Customer 144,Haryana,North,Furniture,Tables,Study Table,3,7332.18,0.30,-199.28
ORD-10374,19-Jun-2025,Customer 096,Gujarat,West,Furniture,Tables,Work Desk,4,13502.12,0.15,1094.84
ORD-10375,10-Apr-2025,Customer 129,Delhi,North,Furniture,Tables,Conference Table,2,9740.37,0.00,1746.60
ORD-10376,13-Apr-2025,Customer 088,Jharkhand,East,Furniture,Tables,Laptop Table,7,10784.19,0.05,1503.64
ORD-10377,07-Sep-2025,Customer 086,Tamil Nadu,South,Furniture,Tables,Study Table,6,45182.03,0.05,6731.30
ORD-10378,28-Mar-2025,Customer 148,Gujarat,West,Office Supplies,Writing,Gel Pen Pack,1,405.62,0.10,149.89
ORD-10379,02-Sep-2025,Customer 099,Gujarat,West,Office Supplies,Paper,Notebook Set,7,3147.16,0.25,352.76
ORD-10380,29-Sep-2025,Customer 049,Bihar,East,Technology,Electronics,Webcam HD,6,29809.91,0.20,2148.34
ORD-10381,22-Feb-2025,Customer 099,Bihar,East,Furniture,Chairs,Office Chair Basic,4,21150.38,0.20,1012.42
ORD-10382,02-Nov-2025,Customer 135,Uttar Pradesh,North,Technology,Phones,Smartphone X1,5,21703.81,0.30,163.20
ORD-10383,07-Apr-2025,Customer 043,Punjab,North,Office Supplies,Writing,Marker Set,6,3766.70,0.30,286.39
ORD-10384,28-Mar-2025,Customer 032,Karnataka,South,Technology,Phones,Budget Phone A2,3,5774.71,0.00,1176.47
ORD-10385,16-Nov-2025,Customer 013,Haryana,North,Furniture,Storage,Bookshelf,7,47820.41,0.15,4010.28
ORD-10386,05-Mar-2025,Customer 141,West Bengal,East,Furniture,Chairs,Ergonomic Chair,1,4935.04,0.25,73.00
ORD-10387,05-Dec-2025,Customer 026,Delhi,North,Office Supplies,Writing,Marker Set,4,2600.23,0.00,680.33
ORD-10388,13-Nov-2025,Customer 031,Delhi,North,Furniture,Storage,Filing Cabinet,7,53753.64,0.00,9678.44
ORD-10389,14-Apr-2025,Customer 092,Uttar Pradesh,North,Technology,Phones,Wireless Earbuds,4,14389.52,0.15,1554.49
ORD-10390,02-Jan-2025,Customer 004,Tamil Nadu,South,Office Supplies,Paper,A4 Paper Pack,8,4628.36,0.30,352.76
ORD-10391,21-Feb-2025,Customer 066,Odisha,East,Technology,Electronics,Power Bank,3,18620.36,0.00,3777.73
ORD-10392,29-May-2025,Customer 093,Goa,West,Office Supplies,Storage,Pen Drive 64GB,8,920.10,0.05,317.52
ORD-10393,12-Mar-2025,Customer 170,Punjab,North,Office Supplies,Writing,Gel Pen Pack,2,1556.04,0.00,318.01
ORD-10394,25-Jun-2025,Customer 047,Gujarat,West,Office Supplies,Storage,Desk Organizer,5,4001.75,0.00,1089.92
ORD-10395,29-Nov-2025,Customer 043,Jharkhand,East,Office Supplies,Storage,Desk Organizer,5,2678.48,0.30,299.65
ORD-10396,14-Dec-2025,Customer 113,Jharkhand,East,Technology,Electronics,LED Monitor 24,3,2733.23,0.30,86.21
ORD-10397,07-Sep-2025,Customer 029,Gujarat,West,Furniture,Tables,Laptop Table,1,7531.69,0.05,1106.86
ORD-10398,14-Dec-2025,Customer 135,Tamil Nadu,South,Office Supplies,Paper,A4 Paper Pack,5,3085.39,0.00,913.01
ORD-10399,06-Dec-2025,Customer 174,Goa,West,Furniture,Tables,Work Desk,7,40076.59,0.10,4604.47
ORD-10400,29-Aug-2025,Customer 127,Karnataka,South,Technology,Electronics,LED Monitor 24,1,4210.13,0.05,706.53
ORD-10401,25-Apr-2025,Customer 141,Gujarat,West,Technology,Accessories,Mechanical Keyboard,4,8905.25,0.15,804.87
ORD-10402,13-Sep-2025,Customer 115,Karnataka,South,Office Supplies,Paper,A4 Paper Pack,8,2487.72,0.30,112.58
ORD-10403,01-Jan-2025,Customer 024,Punjab,North,Technology,Accessories,USB-C Hub,2,6079.90,0.00,1229.69
ORD-10404,25-Apr-2025,Customer 117,Uttar Pradesh,North,Furniture,Storage,Filing Cabinet,8,55121.73,0.20,2834.16
ORD-10405,04-Dec-2025,Customer 057,Punjab,North,Furniture,Storage,Wall Shelf,6,40704.75,0.00,7230.24
ORD-10406,10-Sep-2025,Customer 036,Bihar,East,Office Supplies,Storage,Pen Drive 64GB,6,3934.31,0.00,1196.86
ORD-10407,08-Apr-2025,Customer 087,Tamil Nadu,South,Technology,Accessories,Wireless Mouse,4,4200.98,0.25,89.28
ORD-10408,03-Jan-2025,Customer 136,Jharkhand,East,Office Supplies,Paper,A4 Paper Pack,8,3458.44,0.05,967.29
ORD-10409,07-Mar-2025,Customer 027,West Bengal,East,Furniture,Tables,Conference Table,3,18799.11,0.05,2828.19
ORD-10410,25-Jun-2025,Customer 076,Karnataka,South,Furniture,Storage,Drawer Unit,7,28133.19,0.10,3180.98
ORD-10411,11-Oct-2025,Customer 162,Telangana,South,Technology,Phones,Wireless Earbuds,5,22359.33,0.20,1616.00
ORD-10412,29-Nov-2025,Customer 046,Rajasthan,West,Technology,Phones,5G Phone Pro,6,34444.60,0.05,5884.99
ORD-10413,01-Oct-2025,Customer 074,Punjab,North,Furniture,Chairs,Visitor Chair,8,34475.33,0.25,645.14
ORD-10414,13-Apr-2025,Customer 069,Tamil Nadu,South,Technology,Electronics,LED Monitor 24,1,2909.05,0.00,622.67
ORD-10415,05-Oct-2025,Customer 009,Gujarat,West,Office Supplies,Writing,Highlighter Pack,3,1959.15,0.15,286.51
ORD-10416,25-Jan-2025,Customer 098,Haryana,North,Office Supplies,Paper,Notebook Set,7,1635.23,0.15,344.73
ORD-10417,15-Aug-2025,Customer 058,Karnataka,South,Office Supplies,Writing,Highlighter Pack,1,77.04,0.15,-57.20
ORD-10418,08-Feb-2025,Customer 048,Haryana,North,Furniture,Storage,Filing Cabinet,4,13279.43,0.05,2074.74
ORD-10419,08-Mar-2025,Customer 042,Gujarat,West,Furniture,Storage,Bookshelf,7,9025.83,0.15,758.21
ORD-10420,17-Nov-2025,Customer 158,Delhi,North,Technology,Accessories,Laptop Stand,3,2235.97,0.20,179.77
ORD-10421,05-Apr-2025,Customer 134,Uttar Pradesh,North,Office Supplies,Writing,Highlighter Pack,2,1156.65,0.20,179.59
ORD-10422,06-Dec-2025,Customer 085,Odisha,East,Furniture,Chairs,Study Chair,7,12078.20,0.10,1481.01
ORD-10423,27-Jun-2025,Customer 115,Punjab,North,Office Supplies,Storage,Document Box,8,7177.90,0.00,1917.35
ORD-10424,28-Feb-2025,Customer 099,Goa,West,Furniture,Storage,Filing Cabinet,1,5219.12,0.20,232.49
ORD-10425,18-Sep-2025,Customer 115,Delhi,North,Furniture,Storage,Drawer Unit,1,6646.74,0.20,335.77
ORD-10426,03-Oct-2025,Customer 137,Kerala,South,Technology,Accessories,Wireless Mouse,6,22083.54,0.00,4336.88
ORD-10427,16-Apr-2025,Customer 138,Bihar,East,Furniture,Chairs,Office Chair Basic,4,23839.85,0.25,497.76
ORD-10428,07-Feb-2025,Customer 014,Tamil Nadu,South,Furniture,Chairs,Office Chair Basic,1,3825.57,0.20,80.37
ORD-10429,19-Nov-2025,Customer 104,Gujarat,West,Office Supplies,Writing,Gel Pen Pack,4,2481.03,0.25,264.65
ORD-10430,27-Oct-2025,Customer 012,Tamil Nadu,South,Office Supplies,Paper,Printer Paper,2,1037.13,0.00,351.83
ORD-10431,25-May-2025,Customer 113,Odisha,East,Office Supplies,Writing,Gel Pen Pack,5,3082.32,0.15,588.10
ORD-10432,20-Jul-2025,Customer 140,Karnataka,South,Office Supplies,Writing,Gel Pen Pack,8,1498.93,0.10,235.00
ORD-10433,12-Oct-2025,Customer 037,Uttar Pradesh,North,Furniture,Chairs,Visitor Chair,6,52005.93,0.00,9373.91
ORD-10434,27-Nov-2025,Customer 132,Jharkhand,East,Technology,Phones,Wireless Earbuds,2,3947.53,0.20,207.14
ORD-10435,18-Oct-2025,Customer 014,Maharashtra,West,Technology,Phones,Budget Phone A2,5,8678.69,0.05,1494.72
ORD-10436,25-Oct-2025,Customer 125,Telangana,South,Furniture,Storage,Bookshelf,5,27366.37,0.15,2161.29
ORD-10437,12-Jun-2025,Customer 125,Punjab,North,Office Supplies,Paper,Notebook Set,2,627.62,0.00,271.76
ORD-10438,08-Aug-2025,Customer 044,Telangana,South,Office Supplies,Writing,Highlighter Pack,3,1305.01,0.20,269.60
ORD-10439,19-Jun-2025,Customer 123,Bihar,East,Office Supplies,Paper,Notebook Set,7,1718.51,0.20,170.01
ORD-10440,11-Feb-2025,Customer 072,Telangana,South,Office Supplies,Storage,Pen Drive 64GB,8,4046.02,0.05,1036.32
ORD-10441,20-Nov-2025,Customer 008,Maharashtra,West,Furniture,Chairs,Visitor Chair,2,13747.84,0.00,2558.51
ORD-10442,18-Mar-2025,Customer 094,Karnataka,South,Furniture,Chairs,Ergonomic Chair,5,19036.71,0.30,-248.61
